tax_path,tax_name,min_ani,avg_reads_per_occurrence,phylum,family
"89406:s__Polynucleobacter sp009924985:""species""	11980:g__Polynucleobacter:""genus""	110:f__Burkholderiaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Polynucleobacter sp009924985,95.03891050204984,204.58064516129033,Proteobacteria,Burkholderiaceae
"89427:s__RFPW01 sp009925965:""species""	89290:g__RFPW01:""genus""	37327:f__Burkholderiaceae_B:""family""	37326:o__Burkholderiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",RFPW01 sp009925965,92.61717278734984,221.07407407407408,Proteobacteria,Burkholderiaceae
"89892:s__Lacibacter sp009996555:""species""	53439:g__Lacibacter:""genus""	748:f__Chitinophagaceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Lacibacter sp009996555,92.4754743376068,74.96153846153847,Bacteroidota,Chitinophagaceae
"90390:s__Flavobacterium sp010365135:""species""	1300:g__Flavobacterium:""genus""	653:f__Flavobacteriaceae:""family""	431:o__Flavobacteriales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Flavobacterium sp010365135,92.88211400320806,86.24,Bacteroidota,Flavobacteriaceae
"91802:s__DP-20 sp011329495:""species""	81333:g__DP-20:""genus""	5205:f__UBA9968:""family""	46745:o__UBA9968_A:""order""	46744:c__Binatia:""class""	976:p__Desulfobacterota_B:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",DP-20 sp011329495,92.37968238797411,230.82142857142858,Desulfobacterota,UBA9968
"91873:s__JJ008 sp011331705:""species""	2072:g__JJ008:""genus""	748:f__Chitinophagaceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",JJ008 sp011331705,92.45343374157731,77.60714285714286,Bacteroidota,Chitinophagaceae
"91876:s__SpSt-398 sp011331725:""species""	91875:g__SpSt-398:""genus""	748:f__Chitinophagaceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",SpSt-398 sp011331725,92.59367446956372,73.37037037037037,Bacteroidota,Chitinophagaceae
"91889:s__M3007 sp011331955:""species""	81988:g__M3007:""genus""	693:f__Saprospiraceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",M3007 sp011331955,92.56396984386885,389.35483870967744,Bacteroidota,Saprospiraceae
"92007:s__DTKD01 sp011333675:""species""	92006:g__DTKD01:""genus""	8631:f__UBA5829:""family""	8630:o__UBA5829:""order""	8629:c__UBA5829:""class""	499:p__Armatimonadota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",DTKD01 sp011333675,92.38452256753988,146.69565217391303,Armatimonadota,UBA5829
"93232:s__Methylotenera_A sp011391175:""species""	30360:g__Methylotenera_A:""genus""	688:f__Methylophilaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Methylotenera_A sp011391175,93.23762487225828,188.32142857142858,Proteobacteria,Methylophilaceae
"93252:s__RPQJ01 sp011391405:""species""	76863:g__RPQJ01:""genus""	9539:f__Steroidobacteraceae:""family""	9538:o__Steroidobacterales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",RPQJ01 sp011391405,92.7546496039106,954.25,Proteobacteria,Steroidobacteraceae
"93260:s__CG2-30-66-27 sp011391555:""species""	13667:g__CG2-30-66-27:""genus""	5732:f__MBNT15:""family""	5731:o__MBNT15:""order""	5730:c__MBNT15_B:""class""	5729:p__MBNT15:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",CG2-30-66-27 sp011391555,93.3441369045773,756.7352941176471,MBNT15,MBNT15
"94836:s__CAIXSE01 sp012514235:""species""	49369:g__CAIXSE01:""genus""	23712:f__UBA2241:""family""	23711:o__UBA2241:""order""	4673:c__Thermoleophilia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",CAIXSE01 sp012514235,92.76821930013476,189.5483870967742,Actinobacteriota,UBA2241
"98143:s__Ferruginibacter sp013141115:""species""	3923:g__Ferruginibacter:""genus""	748:f__Chitinophagaceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Ferruginibacter sp013141115,92.87750483456492,226.3548387096774,Bacteroidota,Chitinophagaceae
"99002:s__JABMPE01 sp013203845:""species""	99001:g__JABMPE01:""genus""	2725:f__Planctomycetaceae:""family""	2724:o__Planctomycetales_A:""order""	997:c__Planctomycetes:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",JABMPE01 sp013203845,92.18588710438188,151.78125,Planctomycetota,Planctomycetaceae
"99085:s__Reyranella sp013205335:""species""	14052:g__Reyranella:""genus""	13662:f__Reyranellaceae:""family""	13661:o__Reyranellales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Reyranella sp013205335,92.87688104037844,507.4,Proteobacteria,Reyranellaceae
"99092:s__UBA2466 sp013205415:""species""	53753:g__UBA2466:""genus""	53752:f__UBA2466:""family""	53751:o__UBA2466:""order""	53750:c__FAC87:""class""	520:p__Bdellovibrionota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA2466 sp013205415,96.50993076888668,2453.4375,Bdellovibrionota,UBA2466
"99095:s__CAIWGR01 sp013205435:""species""	99094:g__CAIWGR01:""genus""	84081:f__REDH01:""family""	84080:o__REDH01:""order""	52284:c__Bradymonadia:""class""	231:p__Myxococcota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",CAIWGR01 sp013205435,93.7132652966576,1394.878787878788,Myxococcota,REDH01
"99097:s__UBA7398 sp013205455:""species""	28412:g__UBA7398:""genus""	2856:f__Nanopelagicaceae:""family""	2855:o__Nanopelagicales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA7398 sp013205455,96.43741296206971,106.9,Actinobacteriota,Nanopelagicaceae
"99104:s__Sediminibacterium sp013205585:""species""	13377:g__Sediminibacterium:""genus""	748:f__Chitinophagaceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Sediminibacterium sp013205585,95.09730130709671,345.7241379310345,Bacteroidota,Chitinophagaceae
"99106:s__Aquirufa sp013205605:""species""	58801:g__Aquirufa:""genus""	1293:f__Spirosomaceae:""family""	506:o__Cytophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Aquirufa sp013205605,94.29849867763907,331.3448275862069,Bacteroidota,Spirosomaceae
"99809:s__Palsa-295 sp013289695:""species""	66800:g__Palsa-295:""genus""	48481:f__UBA7541_A:""family""	45272:o__Acidoferrales:""order""	354:c__Acidobacteriae:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Palsa-295 sp013289695,92.3108259494292,117.22727272727273,Acidobacteriota,UBA7541
"99852:s__JAAFHK01 sp013297565:""species""	99851:g__JAAFHK01:""genus""	3964:f__Bernardetiaceae:""family""	506:o__Cytophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",JAAFHK01 sp013297565,93.07601401653142,385.96666666666664,Bacteroidota,Bernardetiaceae
"99868:s__Rhodobacter_F sp013297695:""species""	70010:g__Rhodobacter_F:""genus""	440:f__Rhodobacteraceae:""family""	439:o__Rhodobacterales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Rhodobacter_F sp013297695,92.66090503836226,84.92,Proteobacteria,Rhodobacteraceae
"99870:s__Sphingorhabdus_B sp013297725:""species""	43102:g__Sphingorhabdus_B:""genus""	1413:f__Sphingomonadaceae:""family""	1412:o__Sphingomonadales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Sphingorhabdus_B sp013297725,92.66584045887616,119.61538461538461,Proteobacteria,Sphingomonadaceae
"99885:s__JAAFIP01 sp013297865:""species""	94142:g__JAAFIP01:""genus""	37327:f__Burkholderiaceae_B:""family""	37326:o__Burkholderiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",JAAFIP01 sp013297865,92.6753803783497,154.96428571428572,Proteobacteria,Burkholderiaceae
"99912:s__Arcicella sp013298125:""species""	99911:g__Arcicella:""genus""	1293:f__Spirosomaceae:""family""	506:o__Cytophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Arcicella sp013298125,93.10095485277402,199.28571428571428,Bacteroidota,Spirosomaceae
"99916:s__JAAFJU01 sp013298165:""species""	99915:g__JAAFJU01:""genus""	10872:f__Leptolyngbyaceae:""family""	10871:o__Leptolyngbyales:""order""	171:c__Cyanobacteriia_B:""class""	170:p__Cyanobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",JAAFJU01 sp013298165,92.91197299679366,155.4,Cyanobacteriota,Leptolyngbyaceae
"99985:s__JAAFJR01 sp013298815:""species""	99984:g__JAAFJR01:""genus""	37327:f__Burkholderiaceae_B:""family""	37326:o__Burkholderiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",JAAFJR01 sp013298815,93.16637718869671,446.4193548387097,Proteobacteria,Burkholderiaceae
"100000:s__JAAFJR01 sp013298945:""species""	99984:g__JAAFJR01:""genus""	37327:f__Burkholderiaceae_B:""family""	37326:o__Burkholderiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",JAAFJR01 sp013298945,92.90914687776072,383.28125,Proteobacteria,Burkholderiaceae
"100881:s__Udaeobacter sp013372845:""species""	48468:g__Udaeobacter:""genus""	5645:f__UBA10450:""family""	1267:o__Chthoniobacterales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Udaeobacter sp013372845,93.99863790663925,226.76,Verrucomicrobiota,UBA10450
"102884:s__GMQP-bins7 sp013811645:""species""	79224:g__GMQP-bins7:""genus""	48477:f__Gaiellaceae:""family""	48476:o__Gaiellales:""order""	4673:c__Thermoleophilia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",GMQP-bins7 sp013811645,92.55286066721206,136.53125,Actinobacteriota,Gaiellaceae
"102897:s__PSRF01 sp013811945:""species""	56652:g__PSRF01:""genus""	3034:f__Pyrinomonadaceae:""family""	3033:o__Pyrinomonadales:""order""	3032:c__Blastocatellia:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",PSRF01 sp013811945,93.09969178743634,446.40625,Acidobacteriota,Pyrinomonadaceae
"102940:s__PSRF01 sp013812905:""species""	56652:g__PSRF01:""genus""	3034:f__Pyrinomonadaceae:""family""	3033:o__Pyrinomonadales:""order""	3032:c__Blastocatellia:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",PSRF01 sp013812905,92.97560661461613,392.40625,Acidobacteriota,Pyrinomonadaceae
"102964:s__JACCRY01 sp013813265:""species""	102963:g__JACCRY01:""genus""	40442:f__Parachlamydiaceae_A:""family""	4108:o__Chlamydiales:""order""	2979:c__Chlamydiia_B:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",JACCRY01 sp013813265,93.10559422952043,385.38461538461536,Verrucomicrobiota,Parachlamydiaceae
"103205:s__Novosphingobium sp013822005:""species""	9284:g__Novosphingobium:""genus""	1413:f__Sphingomonadaceae:""family""	1412:o__Sphingomonadales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Novosphingobium sp013822005,92.8676808175726,92.72727272727273,Proteobacteria,Sphingomonadaceae
"103295:s__UBA4416 sp013823565:""species""	55896:g__UBA4416_A:""genus""	52828:f__B-17BO:""family""	5782:o__AKYH767:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA4416 sp013823565,92.89206789807793,144.59259259259258,Bacteroidota,B-17BO
"103318:s__Flavobacterium sp013823965:""species""	1300:g__Flavobacterium:""genus""	653:f__Flavobacteriaceae:""family""	431:o__Flavobacteriales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Flavobacterium sp013823965,93.1096245761026,111.27586206896552,Bacteroidota,Flavobacteriaceae
"103368:s__UBA6024 sp013824715:""species""	11959:g__UBA6024:""genus""	1197:f__Prolixibacteraceae:""family""	124:o__Bacteroidales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA6024 sp013824715,93.03057577573202,148.9655172413793,Bacteroidota,Prolixibacteraceae
"103380:s__UBA5619 sp013824905:""species""	1833:g__UBA5619:""genus""	1832:f__UBA5619:""family""	1831:o__Syntrophales:""order""	1830:c__Syntrophia:""class""	5:p__Desulfobacterota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA5619 sp013824905,92.7019556212082,379.0,Desulfobacterota,UBA5619
"103639:s__SXWH01 sp014189875:""species""	80960:g__SXWH01:""genus""	5210:f__Chthoniobacteraceae:""family""	1267:o__Chthoniobacterales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",SXWH01 sp014189875,93.35563469988472,2712.032258064516,Verrucomicrobiota,Chthoniobacteraceae
"103657:s__Casp-actino8 sp014190215:""species""	10331:g__Casp-actino8:""genus""	5120:f__Ilumatobacteraceae_B:""family""	1342:o__Microtrichales:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Casp-actino8 sp014190215,94.94371268126008,457.1515151515151,Actinobacteriota,Ilumatobacteraceae
"103663:s__BACL27 sp014190295:""species""	10308:g__BACL27:""genus""	5120:f__Ilumatobacteraceae_B:""family""	1342:o__Microtrichales:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",BACL27 sp014190295,94.78134639649414,433.4516129032258,Actinobacteriota,Ilumatobacteraceae
"103675:s__BJGN01 sp014190515:""species""	103674:g__BJGN01:""genus""	693:f__Saprospiraceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",BJGN01 sp014190515,94.7041335462208,1238.3793103448277,Bacteroidota,Saprospiraceae
"103685:s__Rhodoferax sp014190675:""species""	4048:g__Rhodoferax:""genus""	110:f__Burkholderiaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Rhodoferax sp014190675,93.3218590478006,445.46875,Proteobacteria,Burkholderiaceae
"103693:s__UBA961 sp014191195:""species""	5491:g__UBA961:""genus""	5490:f__UBA961:""family""	866:o__Kapabacteriales:""order""	865:c__Kapabacteria:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",UBA961 sp014191195,95.9518096502236,3936.40625,Bacteroidota,UBA961
"103700:s__Cyanobium sp014191755:""species""	13025:g__Cyanobium:""genus""	2867:f__Cyanobiaceae_B:""family""	2866:o__Synechococcales_A:""order""	171:c__Cyanobacteriia_B:""class""	170:p__Cyanobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Cyanobium sp014191755,92.73206905634676,510.0357142857143,Cyanobacteriota,Cyanobiaceae
"104375:s__Ferruginibacter sp014377975:""species""	3923:g__Ferruginibacter:""genus""	748:f__Chitinophagaceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Ferruginibacter sp014377975,92.38440376773532,82.11538461538461,Bacteroidota,Chitinophagaceae
"104424:s__Methylotenera_A sp014378845:""species""	30360:g__Methylotenera_A:""genus""	688:f__Methylophilaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Methylotenera_A sp014378845,92.44028994140076,124.20689655172414,Proteobacteria,Methylophilaceae
"104469:s__Flavobacterium sp014379405:""species""	1300:g__Flavobacterium:""genus""	653:f__Flavobacteriaceae:""family""	431:o__Flavobacteriales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Flavobacterium sp014379405,93.18155948290077,126.29032258064517,Bacteroidota,Flavobacteriaceae
"104481:s__Ferruginibacter sp014379625:""species""	3923:g__Ferruginibacter:""genus""	748:f__Chitinophagaceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Ferruginibacter sp014379625,92.39900493125,125.0,Bacteroidota,Chitinophagaceae
"104521:s__JACRCG01 sp014380135:""species""	46980:g__JACRCG01:""genus""	46979:f__Pseudopelobacteraceae:""family""	487:o__Geobacterales:""order""	42620:c__Desulfuromonadia_A:""class""	5:p__Desulfobacterota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",JACRCG01 sp014380135,92.63288649747838,167.21428571428572,Desulfobacterota,Pseudopelobacteraceae
"104536:s__Aestuariivirga sp014380505:""species""	67599:g__Aestuariivirga:""genus""	67598:f__Aestuariivirgaceae:""family""	276:o__Rhizobiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Aestuariivirga sp014380505,92.74553769850516,390.8484848484849,Proteobacteria,Aestuariivirgaceae
"104544:s__55-13 sp014380605:""species""	25781:g__55-13:""genus""	502:f__Fimbriimonadaceae:""family""	501:o__Fimbriimonadales:""order""	500:c__Fimbriimonadia:""class""	499:p__Armatimonadota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",55-13 sp014380605,92.46782180936852,71.04761904761905,Armatimonadota,Fimbriimonadaceae
"104691:s__NIOZ-UU13 sp014384025:""species""	98879:g__NIOZ-UU13:""genus""	42482:f__SG8-4_B:""family""	42481:o__Sedimentisphaerales:""order""	1359:c__Phycisphaerae:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",NIOZ-UU13 sp014384025,92.47117728830617,271.36,Planctomycetota,SG8-4
"106181:s__Kmv42 sp014859105:""species""	106180:g__Kmv42:""genus""	16884:f__SM23-35:""family""	3490:o__Thermodesulfovibrionales:""order""	3489:c__Thermodesulfovibrionia:""class""	702:p__Nitrospirota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Kmv42 sp014859105,92.919122243373,139.04545454545453,Nitrospirota,SM23-35
"106277:s__IGN2 sp014860115:""species""	97821:g__IGN2:""genus""	1063:f__Ignavibacteriaceae:""family""	964:o__Ignavibacteriales:""order""	23:c__Ignavibacteria:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",IGN2 sp014860115,92.97781486699402,567.6428571428571,Bacteroidota,Ignavibacteriaceae
"106560:s__OLB15 sp014879865:""species""	21409:g__OLB15:""genus""	3877:f__A4b_B:""family""	3876:o__SBR1031:""order""	942:c__Anaerolineae:""class""	37:p__Chloroflexota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",OLB15 sp014879865,92.15192715202087,86.6875,Chloroflexota,A4b
"111388:s__VBAT01 sp015654695:""species""	81715:g__VBAT01:""genus""	748:f__Chitinophagaceae:""family""	692:o__Chitinophagales:""order""	65:c__Bacteroidia:""class""	22:p__Bacteroidota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",VBAT01 sp015654695,92.71898507487526,241.8,Bacteroidota,Chitinophagaceae
"111398:s__Acerihabitans sp015654745:""species""	111397:g__Acerihabitans:""genus""	74:f__Enterobacteriaceae:""family""	73:o__Enterobacterales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Acerihabitans sp015654745,94.14744569627274,191.21428571428572,Proteobacteria,Enterobacteriaceae
"111692:s__Methylomirabilis sp016207095:""species""	29467:g__Methylomirabilis:""genus""	29466:f__Methylomirabilaceae:""family""	15305:o__Methylomirabilales:""order""	5554:c__Methylomirabilia:""class""	5553:p__Methylomirabilota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Methylomirabilis sp016207095,94.17504080714907,4157.727272727273,Methylomirabilota,Methylomirabilaceae
"111702:s__SCUD01 sp016844605:""species""	78541:g__SCUD01:""genus""	9539:f__Steroidobacteraceae:""family""	9538:o__Steroidobacterales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",SCUD01 sp016844605,93.60725948881326,1723.1612903225807,Proteobacteria,Steroidobacteraceae
"112067:s__Luteolibacter sp905182475:""species""	52152:g__Luteolibacter:""genus""	718:f__Akkermansiaceae:""family""	697:o__Verrucomicrobiales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Luteolibacter sp905182475,92.51915291025998,75.33333333333333,Verrucomicrobiota,Akkermansiaceae
