tax_path,kingdom,phylum,class,order,family,genus,species,n_pos_conn,n_neg_conn,group,Label,Middle_depth,N_reads
"146729:s__UBA1546 sp018896985:""species""	13658:g__UBA1546:""genus""	13657:f__UBA1546:""family""	3490:o__Thermodesulfovibrionales:""order""	3489:c__Thermodesulfovibrionia:""class""	702:p__Nitrospirota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA1546,UBA1546,UBA1546 sp018896985,14,8,Deposited by floods,HB_11,900.5,195
"81465:s__3-1-20CM-2-70-9 sp005881085:""species""	16435:g__3-1-20CM-2-70-9:""genus""	16434:f__P2-11E:""family""	16433:o__P2-11E_A:""order""	8444:c__Ellin6529:""class""	37:p__Chloroflexota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Chloroflexota,Ellin6529,P2-11E,P2-11E,3-1-20CM-2-70-9,3-1-20CM-2-70-9 sp005881085,13,10,Deposited by floods,HB_38,350.5,57
"145292:s__Thiobacillus sp018780105:""species""	45125:g__Thiobacillus_B:""genus""	45124:f__Thiobacillaceae:""family""	37326:o__Burkholderiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,Thiobacillus,Thiobacillus sp018780105,13,9,Deposited by floods,HB_38,350.5,63
"171706:s__CAIUWA01 sp903827245:""species""	171705:g__CAIUWA01:""genus""	527:f__Opitutaceae:""family""	159:o__Opitutales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,CAIUWA01,CAIUWA01 sp903827245,13,9,Deposited by floods,HB_38,350.5,74
"81465:s__3-1-20CM-2-70-9 sp005881085:""species""	16435:g__3-1-20CM-2-70-9:""genus""	16434:f__P2-11E:""family""	16433:o__P2-11E_A:""order""	8444:c__Ellin6529:""class""	37:p__Chloroflexota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Chloroflexota,Ellin6529,P2-11E,P2-11E,3-1-20CM-2-70-9,3-1-20CM-2-70-9 sp005881085,13,10,Deposited by floods,HB_11,900.5,73
"145292:s__Thiobacillus sp018780105:""species""	45125:g__Thiobacillus_B:""genus""	45124:f__Thiobacillaceae:""family""	37326:o__Burkholderiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,Thiobacillus,Thiobacillus sp018780105,13,9,Deposited by floods,HB_11,900.5,108
"171706:s__CAIUWA01 sp903827245:""species""	171705:g__CAIUWA01:""genus""	527:f__Opitutaceae:""family""	159:o__Opitutales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,CAIUWA01,CAIUWA01 sp903827245,13,9,Deposited by floods,HB_11,900.5,56
"89384:s__F1-20-MAGs016 sp009924545:""species""	80963:g__F1-20-MAGs016:""genus""	10297:f__UBA1268:""family""	998:o__Pirellulales_A:""order""	997:c__Planctomycetes:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA1268,F1-20-MAGs016,F1-20-MAGs016 sp009924545,12,3,Deposited by floods,HB_38,350.5,110
"104462:s__JACMLX01 sp014379355:""species""	104348:g__JACMLX01:""genus""	12095:f__Gemmatimonadaceae:""family""	3619:o__Gemmatimonadales:""order""	1353:c__Gemmatimonadetes:""class""	1352:p__Gemmatimonadota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,JACMLX01,JACMLX01 sp014379355,12,10,Deposited by floods,HB_38,350.5,81
"136051:s__JADGQN01 sp017881765:""species""	136050:g__JADGQN01:""genus""	17780:f__WCHB1-27:""family""	4841:o__Syntrophorhabdales:""order""	4840:c__Syntrophorhabdia_A:""class""	976:p__Desulfobacterota_B:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Desulfobacterota,Syntrophorhabdia,Syntrophorhabdales,WCHB1-27,JADGQN01,JADGQN01 sp017881765,12,3,Deposited by floods,HB_38,350.5,450
"175298:s__Terracidiphilus sp903911925:""species""	357:g__Terracidiphilus:""genus""	356:f__Acidobacteriaceae:""family""	355:o__Acidobacteriales:""order""	354:c__Acidobacteriae:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus sp903911925,12,10,Deposited by floods,HB_38,350.5,62
"104462:s__JACMLX01 sp014379355:""species""	104348:g__JACMLX01:""genus""	12095:f__Gemmatimonadaceae:""family""	3619:o__Gemmatimonadales:""order""	1353:c__Gemmatimonadetes:""class""	1352:p__Gemmatimonadota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,JACMLX01,JACMLX01 sp014379355,12,10,Deposited by floods,HB_11,900.5,106
"175298:s__Terracidiphilus sp903911925:""species""	357:g__Terracidiphilus:""genus""	356:f__Acidobacteriaceae:""family""	355:o__Acidobacteriales:""order""	354:c__Acidobacteriae:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus sp903911925,12,10,Deposited by floods,HB_11,900.5,59
"89384:s__F1-20-MAGs016 sp009924545:""species""	80963:g__F1-20-MAGs016:""genus""	10297:f__UBA1268:""family""	998:o__Pirellulales_A:""order""	997:c__Planctomycetes:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA1268,F1-20-MAGs016,F1-20-MAGs016 sp009924545,12,3,Deposited by floods,HB_18,966.1,74
"136051:s__JADGQN01 sp017881765:""species""	136050:g__JADGQN01:""genus""	17780:f__WCHB1-27:""family""	4841:o__Syntrophorhabdales:""order""	4840:c__Syntrophorhabdia_A:""class""	976:p__Desulfobacterota_B:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Desulfobacterota,Syntrophorhabdia,Syntrophorhabdales,WCHB1-27,JADGQN01,JADGQN01 sp017881765,12,3,Deposited by floods,HB_18,966.1,93
"114194:s__UBA1546 sp016195565:""species""	13658:g__UBA1546:""genus""	13657:f__UBA1546:""family""	3490:o__Thermodesulfovibrionales:""order""	3489:c__Thermodesulfovibrionia:""class""	702:p__Nitrospirota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA1546,UBA1546,UBA1546 sp016195565,11,11,Deposited by floods,HB_38,350.5,186
"123295:s__JAFGLZ01 sp016927755:""species""	123294:g__JAFGLZ01:""genus""	91167:f__DSOQ01:""family""	5293:o__UBA1845:""order""	1359:c__Phycisphaerae:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Planctomycetota,Phycisphaerae,UBA1845,DSOQ01,JAFGLZ01,JAFGLZ01 sp016927755,11,0,Deposited by floods,HB_38,350.5,83
"114194:s__UBA1546 sp016195565:""species""	13658:g__UBA1546:""genus""	13657:f__UBA1546:""family""	3490:o__Thermodesulfovibrionales:""order""	3489:c__Thermodesulfovibrionia:""class""	702:p__Nitrospirota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA1546,UBA1546,UBA1546 sp016195565,11,11,Deposited by floods,HB_11,900.5,186
"123295:s__JAFGLZ01 sp016927755:""species""	123294:g__JAFGLZ01:""genus""	91167:f__DSOQ01:""family""	5293:o__UBA1845:""order""	1359:c__Phycisphaerae:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Planctomycetota,Phycisphaerae,UBA1845,DSOQ01,JAFGLZ01,JAFGLZ01 sp016927755,11,0,Deposited by floods,HB_18,966.1,109
"84573:s__UBA2212 sp009773735:""species""	2449:g__UBA2212:""genus""	1952:f__Erysipelotrichaceae:""family""	1951:o__Erysipelotrichales:""order""	87:c__Bacilli:""class""	86:p__Firmicutes:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,UBA2212,UBA2212 sp009773735,10,12,Deposited by floods,HB_38,350.5,103
"103258:s__SYSU-D60009 sp013822765:""species""	74478:g__SYSU-D60009:""genus""	19102:f__Dongiaceae:""family""	19101:o__Dongiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,SYSU-D60009,SYSU-D60009 sp013822765,10,1,Deposited by floods,HB_38,350.5,1298
"114566:s__JACQEN01 sp016200585:""species""	114565:g__JACQEN01:""genus""	114564:f__JACQEN01:""family""	65617:o__HRBIN30:""order""	46744:c__Binatia:""class""	976:p__Desulfobacterota_B:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Desulfobacterota,Binatia,HRBIN30,JACQEN01,JACQEN01,JACQEN01 sp016200585,10,12,Deposited by floods,HB_38,350.5,84
"116207:s__JADJNY01 sp016220035:""species""	116206:g__JADJNY01:""genus""	2689:f__GCA-002686595:""family""	2688:o__UBA1135:""order""	2687:c__UBA1135:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JADJNY01,JADJNY01 sp016220035,10,2,Deposited by floods,HB_38,350.5,270
"118680:s__Sulfuritalea sp016712985:""species""	22678:g__Sulfuritalea:""genus""	82:f__Rhodocyclaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Sulfuritalea,Sulfuritalea sp016712985,10,12,Deposited by floods,HB_38,350.5,168
"84573:s__UBA2212 sp009773735:""species""	2449:g__UBA2212:""genus""	1952:f__Erysipelotrichaceae:""family""	1951:o__Erysipelotrichales:""order""	87:c__Bacilli:""class""	86:p__Firmicutes:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,UBA2212,UBA2212 sp009773735,10,12,Deposited by floods,HB_11,900.5,123
"114566:s__JACQEN01 sp016200585:""species""	114565:g__JACQEN01:""genus""	114564:f__JACQEN01:""family""	65617:o__HRBIN30:""order""	46744:c__Binatia:""class""	976:p__Desulfobacterota_B:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Desulfobacterota,Binatia,HRBIN30,JACQEN01,JACQEN01,JACQEN01 sp016200585,10,12,Deposited by floods,HB_11,900.5,106
"118680:s__Sulfuritalea sp016712985:""species""	22678:g__Sulfuritalea:""genus""	82:f__Rhodocyclaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Sulfuritalea,Sulfuritalea sp016712985,10,12,Deposited by floods,HB_11,900.5,123
"119682:s__UBA668 sp002299395:""species""	67866:g__UBA668:""genus""	42907:f__Ilumatobacteraceae_A:""family""	3398:o__Acidimicrobiales:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA668,UBA668 sp002299395,10,1,Deposited by floods,HB_11,900.5,116
"103258:s__SYSU-D60009 sp013822765:""species""	74478:g__SYSU-D60009:""genus""	19102:f__Dongiaceae:""family""	19101:o__Dongiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,SYSU-D60009,SYSU-D60009 sp013822765,10,1,Deposited by floods,HB_18,966.1,117
"116207:s__JADJNY01 sp016220035:""species""	116206:g__JADJNY01:""genus""	2689:f__GCA-002686595:""family""	2688:o__UBA1135:""order""	2687:c__UBA1135:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JADJNY01,JADJNY01 sp016220035,10,2,Deposited by floods,HB_18,966.1,395
"119682:s__UBA668 sp002299395:""species""	67866:g__UBA668:""genus""	42907:f__Ilumatobacteraceae_A:""family""	3398:o__Acidimicrobiales:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA668,UBA668 sp002299395,10,1,Deposited by floods,HB_18,966.1,52
"62886:s__GCA-2729515 sp002729515:""species""	62885:g__GCA-2729515_A:""genus""	62884:f__SMWR01:""family""	2679:o__UBA9160:""order""	2678:c__UBA9160_A:""class""	231:p__Myxococcota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Myxococcota,UBA9160,UBA9160,SMWR01,GCA-2729515,GCA-2729515 sp002729515,9,2,Deposited by floods,HB_38,350.5,69
"69195:s__AR19 sp003220595:""species""	69194:g__AR19:""genus""	42938:f__CSP1-6:""family""	5555:o__Rokubacteriales:""order""	5554:c__Methylomirabilia:""class""	5553:p__Methylomirabilota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,CSP1-6,AR19,AR19 sp003220595,9,3,Deposited by floods,HB_38,350.5,323
"207209:s__Massilia psychrophila:""species""	11281:g__Massilia:""genus""	110:f__Burkholderiaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,Massilia psychrophila,9,14,Deposited by floods,HB_38,350.5,68
"122532:s__UBA11320 sp016871475:""species""	71780:g__UBA11320:""genus""	71779:f__UBA11320:""family""	2673:o__Pedosphaerales:""order""	158:c__Verrucomicrobiae:""class""	157:p__Verrucomicrobiota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11320,UBA11320,UBA11320 sp016871475,9,2,Deposited by floods,HB_11,900.5,64
"135659:s__Mycobacterium sp017853185:""species""	37343:g__Mycobacterium_B:""genus""	37342:f__Mycobacteriaceae:""family""	37341:o__Mycobacteriales:""order""	37340:c__Actinomycetia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp017853185,9,4,Deposited by floods,HB_11,900.5,63
